Wafer Step,Year,Synthetic_Water_per_Wafer,Synthetic_Water_per_Wafer_noisy,Investment_Level,Wafer_Size,Water_Efficiency_Level,Percent_Reclaimed_Water,Percent_Municipal_Water,Reclamation_Tech_Level,Wafer_Intention,Investment_Efficiency,Water_Stress_Index,Composite_Risk_Score,Year_Squared
Etching,13,1.53811e-05,1.59785e-05,335.08836984240264,300,Medium,87.33142175729608,12.668578242703916,3,Reduced,111.69612328080088,3800.5734728111747,161.1347744641499,169
Etching,14,1.58425e-05,1.57226e-05,291.0986078336413,200,Medium,31.093954960581694,68.90604504,1,Current,291.0986078336413,13781.20900788366,126.06762962163104,196
Etching,15,1.63178e-05,1.58996e-05,90.63039652448371,450,Medium,41.74667914101276,58.25332085898724,3,Reduced,30.210132174827905,26213.99438654426,49.676162352097315,225
Etching,16,1.68073e-05,1.6671e-05,425.88612301515707,450,Medium,30.45377249868853,69.54622750131148,5,Advanced,85.17722460303142,31295.802375590167,180.9905809556694,256
Etching,17,1.73116e-05,1.68113e-05,194.35102923728115,200,Low,68.84848284927618,31.15151715072382,4,Current,48.58775730932029,6230.303430144764,99.59495654969533,289
Etching,18,1.78309e-05,1.83947e-05,133.9333296799344,300,Low,83.88183293699922,16.118167063000783,2,Reduced,66.96666484,4835.450118900235,79.33788175307352,324
Etching,19,1.83658e-05,1.90529e-05,68.34881369964376,450,Medium,44.60893779457796,55.391062205422045,5,Advanced,13.669762739928752,24925.97799243992,42.22220681823089,361
Etching,20,1.89168e-05,1.84558e-05,315.90182443470883,300,Low,85.62207269,14.37792731,4,Reduced,78.97545610867721,4313.378194,153.24735158021707,400
Etching,21,1.94843e-05,1.89064e-05,354.9039628290271,200,Low,33.61604341737365,66.38395658262635,3,Advanced,118.30132094300903,13276.79131652527,152.94639815682294,441
Etching,22,2.00688e-05,1.99248e-05,57.46452301753527,300,Low,86.06616160833086,13.93383839166914,5,Current,11.492904603507053,4180.151517500742,50.30565768951337,484
Etching,23,2.06709e-05,2.02095e-05,280.44187623467644,300,Low,51.09736123437806,48.90263876562194,4,Reduced,70.11046905866911,14670.79162968658,128.7059589,529
Etching,24,2.1291e-05,2.13859e-05,151.92309883907208,300,Low,36.08524970695299,63.91475029304701,1,Current,151.92309883907208,19174.425087914104,71.89481444771474,576
Etching,25,2.19298e-05,2.11273e-05,340.32775568425245,300,High,59.15230555117954,40.84769444882046,1,Advanced,340.32775568425245,12254.308334646139,154.17679393905485,625
Etching,26,2.25876e-05,2.17476e-05,128.46489305224617,300,Medium,45.40659406323048,54.59340593676952,2,Current,64.23244652612308,16378.021781030857,65.60793543986762,676
Etching,27,2.32653e-05,2.43773e-05,360.92198214610966,300,Medium,47.092374117715366,52.90762588228464,4,Current,90.23049553652741,15872.287764685392,159.69650509375847,729
Etching,28,2.39632e-05,2.28688e-05,224.03090583524184,300,Medium,48.43739789557719,51.56260210442281,1,Reduced,224.03090583524184,15468.780631326843,104.4435817027699,784
Etching,29,2.46821e-05,2.49848e-05,471.5284949315305,200,Low,78.18155387,21.81844613,3,Current,157.17616497717682,4363.689226,212.96586413360015,841
Etching,30,2.54226e-05,2.4753e-05,111.88442486569696,300,High,62.34967660051527,37.65032339948473,4,Advanced,27.97110621642424,11295.09701984542,64.65867292643337,900
Etching,31,2.61853e-05,2.51156e-05,203.47985797261632,300,Medium,48.67846194936022,51.32153805063978,3,Current,67.82661932420544,15396.461415191934,96.89548177,961
Etching,32,2.69708e-05,2.5908e-05,101.06308455826507,450,Low,66.620027,33.379973001344894,3,Current,33.68769485275502,15020.987850605203,61.31124192290256,1024
Etching,33,2.778e-05,2.72385e-05,466.1121282253533,300,Medium,72.96904045339161,27.030959546608383,1,Current,466.1121282253533,8109.287863982515,208.6355634261588,1089
Etching,34,2.86134e-05,2.9396e-05,444.80270902144144,300,High,46.35744004401202,53.64255995598798,4,Current,111.20067725536036,16092.767986796393,193.0283156217802,1156
Etching,35,2.94718e-05,3.00591e-05,166.07373247182002,200,High,54.81294609152109,45.18705390847891,5,Reduced,33.21474649436401,9037.410781695782,84.37337681618433,1225
Etching,36,3.03559e-05,3.01978e-05,346.99282071538056,300,Medium,37.313165600216855,62.686834399783145,1,Current,346.99282071538056,18806.050319934944,150.2910779662173,1296
Etching,37,3.12666e-05,3.16346e-05,417.7499900905471,300,Medium,40.86896097208082,59.13103902791918,1,Current,417.7499900905471,17739.311708375753,179.6606843278431,1369
Etching,38,3.22046e-05,3.36834e-05,299.84036521975804,300,Low,70.86707123789897,29.13292876210103,4,Advanced,74.96009130493951,8739.878629,142.3962674592729,1444
Etching,39,3.31707e-05,3.22236e-05,288.3427602602029,300,High,40.88630086173762,59.11369913826238,4,Advanced,72.08569006505073,17734.109741478715,128.80299436260245,1521
Etching,40,3.41658e-05,3.39163e-05,158.83353090520325,300,Low,61.50980302002361,38.49019697997639,3,Advanced,52.94451030173442,11547.059093992917,82.88635326808838,1600
Etching,41,3.51908e-05,3.46283e-05,91.89624551265464,200,High,72.54277570334597,27.457224296654037,4,Advanced,22.97406137816366,5491.444859330807,59.721330916065654,1681
Etching,42,3.62465e-05,3.53732e-05,453.7470911,300,Medium,36.41261538568463,63.58738461431537,3,Current,151.24903035966568,19076.21538429461,193.3226210473042,1764
Etching,43,3.73339e-05,3.54932e-05,455.18812572349873,300,Medium,64.03873317773422,35.961266822265785,1,Current,455.18812572349873,10788.380046679735,201.58687024271975,1849
Etching,44,3.8454e-05,3.97629e-05,334.8956557729706,300,Medium,45.39376702208183,54.606232977918175,2,Current,167.4478278864853,16381.869893375453,148.1763924158128,1936
Etching,45,3.96076e-05,3.99307e-05,202.5634059719153,200,Low,87.77561251425479,12.224387485745211,5,Reduced,40.51268119438306,2444.877497149042,108.85804614304256,2025
Etching,46,4.07958e-05,4.09975e-05,207.1443085756974,450,Low,59.01273880319548,40.98726119680452,1,Reduced,207.1443085756974,18444.26753856203,100.8615450712376,2116
Etching,47,4.20197e-05,4.29518e-05,376.6800554916077,300,Low,78.35955298650948,21.640447013490515,4,Reduced,94.17001387290192,6492.134104047154,175.3798880925959,2209
Etching,48,4.32803e-05,4.37813e-05,453.6996169786597,300,Low,63.01359252937571,36.98640747062429,5,Current,90.73992339573195,11095.922241187289,201.88392455027662,2304
Etching,49,4.45787e-05,4.23505e-05,449.1888909193028,300,Medium,32.60475197128915,67.39524802871085,2,Current,224.5944454596514,20218.574408613254,190.05698195910787,2401
Etching,50,4.5916e-05,4.6923e-05,400.9439956359307,300,Medium,67.98908253564134,32.010917464358656,2,Current,200.47199781796536,9603.275239307597,181.37432301506468,2500
Deposition,1,1.0788e-05,1.08268e-05,338.9142407694295,200,Low,87.08420053239942,12.91579946760058,3,Advanced,112.97141358980984,2583.159893520116,162.59095646749165,1
Deposition,2,1.11116e-05,1.1059e-05,87.86298424777198,300,High,66.09670920877987,33.90329079122013,5,Advanced,17.572596849554394,10170.987237366038,56.47420646174275,4
Deposition,3,1.1445e-05,1.16963e-05,122.7329213425762,300,High,79.15133156560742,20.84866843439258,3,Reduced,40.91097378085873,6254.6005303177735,73.73856800671271,9
Deposition,4,1.17883e-05,1.20631e-05,454.34938483718565,300,High,83.05238780090447,16.94761219909553,1,Reduced,454.34938483718565,5084.28366,206.95547027514561,16
Deposition,5,1.2142e-05,1.21848e-05,322.89307684681546,300,High,43.68478631693595,56.31521368306405,5,Advanced,64.57861536936309,16894.564104919216,143.76266663380696,25
Deposition,6,1.25062e-05,1.27332e-05,54.13867322748334,200,Low,42.72269039,57.27730961,1,Current,54.13867322748334,11455.461921101281,34.772276409341416,36
Deposition,7,1.28814e-05,1.29945e-05,95.66219428971444,300,Medium,66.65885933,33.34114067,3,Reduced,31.887398096571477,10002.34220068215,59.16253551520362,49
Deposition,8,1.32679e-05,1.33079e-05,348.5757960986251,300,Medium,54.66170818840229,45.33829181159771,5,Advanced,69.71515921972502,13601.487543479314,157.32883089597073,64
Deposition,9,1.36659e-05,1.31155e-05,52.277712730798406,300,Medium,80.39167817200322,19.60832182799677,3,Advanced,17.42590424359947,5882.496548399032,45.92858854392033,81
Deposition,10,1.40759e-05,1.35471e-05,122.3636231378744,300,Low,84.00138740388067,15.99861259611933,5,Reduced,24.47272462757488,4799.5837788357985,75.64586547631396,100
Deposition,11,1.44982e-05,1.41803e-05,296.93020521496373,300,High,51.20528275816309,48.79471724183691,3,Current,98.97673507165457,14638.415172551075,135.03366691343444,121
Deposition,12,1.49331e-05,1.5535e-05,361.352839,450,Low,44.21223353846892,55.78776646153108,2,Advanced,180.6764195,25104.494907688986,158.40480564622547,144
Deposition,13,1.53811e-05,1.50033e-05,343.3825667761702,300,Low,76.83153091463171,23.168469085368287,3,Current,114.46085559205675,6950.540725610486,161.3024859848576,169
Deposition,14,1.58425e-05,1.54314e-05,150.9211892572519,300,Medium,46.48836213288817,53.51163786711183,2,Reduced,75.46059462862596,16053.491360133548,74.91498434276721,196
Deposition,15,1.63178e-05,1.62411e-05,370.4806496063911,200,Medium,79.35685911,20.643140889179307,3,Current,123.49354986879705,4128.628177835862,172.89931757580268,225
Deposition,16,1.68073e-05,1.64723e-05,156.76208937356003,200,Medium,55.42429521892577,44.57570478107423,5,Advanced,31.352417874712007,8915.140956214846,80.83212431510174,256
Deposition,17,1.73116e-05,1.66765e-05,196.4298641716705,300,Low,70.05299395748823,29.947006042511774,5,Advanced,39.285972834334096,8984.101812753532,101.08784385591467,289
Deposition,18,1.78309e-05,1.70102e-05,385.9211323031109,200,High,35.73211883008009,64.26788116991992,5,Current,77.18422646062217,12853.576233983984,166.58808857026838,324
Deposition,19,1.83658e-05,1.78381e-05,342.3348045712466,200,Low,67.43155948059439,32.56844051940561,4,Current,85.58370114281165,6513.6881038811225,158.36338967267696,361
Deposition,20,1.89168e-05,1.91228e-05,432.1505347223801,300,Low,57.10606072423374,42.89393927576626,1,Current,432.1505347223801,12868.181782729876,190.29203210622217,400
Deposition,21,1.94843e-05,1.94346e-05,345.9258015351545,200,High,65.19650779052844,34.80349220947156,5,Advanced,69.18516031,6960.698441894311,159.42927295122033,441
Deposition,22,2.00688e-05,1.97299e-05,305.7388715009622,450,High,40.08085246,59.91914754,2,Reduced,152.8694357504811,26963.61639088869,134.91980433979242,484
Deposition,23,2.06709e-05,2.14108e-05,92.15364552,200,High,74.21242469665093,25.787575303349072,5,Advanced,18.430729104528318,5157.515060669814,60.625185618051916,529
Deposition,24,2.1291e-05,2.15128e-05,215.4721113767451,300,High,81.76782465,18.232175347406297,4,Advanced,53.86802784418627,5469.652604221889,111.91919194647615,576
Deposition,25,2.19298e-05,2.2975e-05,169.34106545677645,300,Medium,43.00438800544654,56.99561199455346,2,Advanced,84.67053272838822,17098.68359836604,81.23774258434455,625
Deposition,26,2.25876e-05,2.34692e-05,159.79533952058762,450,Medium,35.74287333,64.25712667,4,Advanced,39.948834880146904,28915.707000955637,75.84099780759796,676
Deposition,27,2.32653e-05,2.38892e-05,487.8547496386005,200,Low,31.418315162780186,68.58168483721983,2,Current,243.92737481930024,13716.336967443965,205.16739440427426,729
Deposition,28,2.39632e-05,2.49689e-05,226.89397610004215,300,Medium,68.51829002659596,31.48170997340404,3,Current,75.63132536668071,9444.512992021213,112.21307744799566,784
Deposition,29,2.46821e-05,2.46744e-05,451.4209498,450,Medium,66.42564216532685,33.57435783467315,1,Advanced,451.4209498,15108.461025602917,200.79607258147846,841
Deposition,30,2.54226e-05,2.57715e-05,334.0123816987683,450,Low,62.80184476,37.19815524,1,Current,334.0123816987683,16739.169856720113,152.74550610836062,900
Deposition,31,2.61853e-05,2.67181e-05,407.66508659374176,450,Medium,43.916825766958524,56.08317423304148,4,Advanced,101.91627164843544,25237.428404868668,177.44108236758427,961
Deposition,32,2.69708e-05,2.6961e-05,276.18669189733646,300,Medium,53.45435975433088,46.54564024566912,1,Current,276.18669189733646,13963.692073700735,126.81098468523385,1024
Deposition,33,2.778e-05,2.80596e-05,309.6067480818616,200,Low,65.66858011117039,34.331419888829615,4,Reduced,77.40168702,6866.283977765923,144.74327326609577,1089
Deposition,34,2.86134e-05,2.90179e-05,271.6329622184888,300,Low,59.80601153155016,40.19398846844984,4,Advanced,67.90824055,12058.196540534951,127.79498834686058,1156
Deposition,35,2.94718e-05,3.02122e-05,137.85934450912004,450,Medium,89.26713121289325,10.732868787106751,4,Current,34.46483612728001,4829.790954198038,83.12387716751599,1225
Deposition,36,3.03559e-05,3.00797e-05,375.1034518676774,300,Low,38.18638515340399,61.81361484659601,1,Advanced,375.1034518676774,18544.08445,161.7972962930922,1296
Deposition,37,3.12666e-05,3.05507e-05,176.3475630983851,300,High,71.70867324285562,28.291326757144372,4,Advanced,44.08689077459628,8487.398027143312,93.25162721221074,1369
Deposition,38,3.22046e-05,3.26589e-05,60.942184894154224,300,Medium,54.25912608625752,45.74087391374248,1,Advanced,60.942184894154224,13722.262174122745,40.954611783538944,1444
Deposition,39,3.31707e-05,3.30609e-05,340.46253315822554,300,Medium,55.69197689553688,44.30802310446312,4,Current,85.11563328955638,13292.406931338935,154.09260633195126,1521
Deposition,40,3.41658e-05,3.51349e-05,129.6998057,200,Medium,73.05586593949057,26.944134060509427,5,Current,25.939961146634403,5388.8268121018855,75.29668207511598,1600
Deposition,41,3.51908e-05,3.42239e-05,473.2063629588114,300,High,71.54616907946217,28.453830920537825,4,Advanced,118.30159073970285,8536.149276161348,211.9463959073632,1681
Deposition,42,3.62465e-05,3.51011e-05,479.2678596511643,300,Medium,89.47535962,10.524640377868709,2,Reduced,239.63392982558216,3157.3921133606127,219.14975174710514,1764
Deposition,43,3.73339e-05,3.75976e-05,461.68897559920185,300,Medium,37.70365736724752,62.29634263275248,4,Current,115.42224389980046,18688.902789825745,197.18668744985501,1849
Deposition,44,3.8454e-05,4.02549e-05,216.5714151,300,Medium,36.246578963049984,63.753421036950016,3,Reduced,72.19047170498334,19126.026311085006,98.40253973489502,1936
Deposition,45,3.96076e-05,3.98445e-05,56.95547743799034,200,Low,73.46032902772447,26.53967097227553,4,Current,14.238869359497585,5307.934194455106,46.020289683513475,2025
Deposition,46,4.07958e-05,3.93263e-05,467.7433531644765,300,High,64.70321502038455,35.29678497961545,2,Current,233.87167658223825,10589.035493884636,207.10830577190598,2116
Deposition,47,4.20197e-05,4.24569e-05,242.68286674279145,300,Medium,46.44963999358835,53.55036000641165,2,Advanced,121.34143337139572,16065.108001923496,111.60803869519309,2209
Deposition,48,4.32803e-05,4.26983e-05,484.9946685696513,300,Medium,34.76516214,65.23483786,1,Advanced,484.9946685696513,19570.451358198243,204.72741606966233,2304
Deposition,49,4.45787e-05,4.62788e-05,483.6289896901638,200,High,35.13949497578583,64.86050502421418,5,Reduced,96.72579793803276,12972.101004842836,205.49344436880128,2401
Deposition,50,4.5916e-05,4.64058e-05,433.854255,300,High,83.65145248,16.348547520152906,4,Advanced,108.4635637,4904.564256045872,199.83713772807891,2500
Oxidation,1,5.39399e-06,5.39136e-06,182.5020014313136,300,Medium,41.512039483124575,58.48796051687543,1,Reduced,182.5020014313136,17546.38815506263,85.75441241746282,1
Oxidation,2,5.55581e-06,5.76744e-06,223.2939778708664,200,High,49.40229372693125,50.59770627306875,5,Current,44.65879557417328,10119.54125461375,105.63827926642594,4
Oxidation,3,5.72249e-06,5.43807e-06,433.0115021825856,300,Medium,43.59938413361928,56.40061586638072,4,Advanced,108.2528755456464,16920.184759914217,187.48441611312003,9
Oxidation,4,5.89416e-06,5.80613e-06,192.61490232032492,200,Medium,51.29977834991624,48.70022165008376,3,Advanced,64.20496744,9740.044330016752,93.33589443310484,16
Oxidation,5,6.07099e-06,5.77654e-06,126.2717360087416,200,Medium,34.16543056,65.83456944,4,Advanced,31.567934,13166.91388704688,61.958323572926325,25
Oxidation,6,6.25312e-06,5.95458e-06,300.5605681062576,450,Medium,61.14358745449622,38.85641254550378,2,Reduced,150.2802840531288,17485.38565,139.16730347885192,36
Oxidation,7,6.44071e-06,6.56074e-06,471.2696483723514,300,Low,34.05675381553289,65.94324618446711,2,Current,235.6348241861757,19782.973855340133,199.32488549360042,49
Oxidation,8,6.63393e-06,6.62354e-06,363.21340850373787,450,High,78.02139047,21.978609530658304,3,Advanced,121.07113616791263,9890.374288796236,169.59178054229767,64
Oxidation,9,6.83295e-06,6.99491e-06,306.52752654021424,300,High,44.02272491462598,55.97727508537402,1,Advanced,306.52752654021424,16793.182525612207,136.1178280904735,81
Oxidation,10,7.03794e-06,7.19966e-06,93.72942219684585,300,Low,62.40071487627064,37.599285123729366,5,Advanced,18.74588443936917,11279.78553711881,57.71198334161953,100
Oxidation,11,7.24908e-06,7.23077e-06,326.7532520146264,300,High,82.80474525368749,17.195254746312514,4,Current,81.688313,5158.5764238937545,156.7427243819568,121
Oxidation,12,7.46655e-06,7.21208e-06,495.5242325469185,300,Low,69.05264214283164,30.94735785716836,2,Advanced,247.76211627345924,9284.207357150508,219.5254856616169,144
Oxidation,13,7.69055e-06,7.65866e-06,113.03780685643582,300,Medium,61.97746719308012,38.02253280691989,1,Reduced,113.03780685643582,11406.759842075968,64.10836290049836,169
Oxidation,14,7.92126e-06,8.25289e-06,283.24834356368154,300,Medium,49.460025186922536,50.53997481307746,3,Advanced,94.41611452122719,15161.992443923236,129.03734498154938,196
Oxidation,15,8.1589e-06,8.03131e-06,444.8178824,300,Low,49.98011478349187,50.01988521650813,2,Advanced,222.4089412,15005.96556495244,193.52118738207957,225
Oxidation,16,8.40367e-06,8.04884e-06,383.345878,450,High,70.16921731,29.83078269,3,Current,127.78195932979735,13423.852209648869,175.28911638932425,256
Oxidation,17,8.65578e-06,8.93427e-06,363.6570834478706,450,High,89.64836167327005,10.351638326729956,4,Current,90.91427086196765,4658.237247,173.55734188112925,289
Oxidation,18,8.91545e-06,9.03231e-06,366.1178377941992,450,Medium,69.71035139096271,30.28964860903729,5,Reduced,73.22356755883985,13630.34187406678,168.8602405349685,324
Oxidation,19,9.18291e-06,9.14585e-06,211.77101804888983,200,Low,63.46700504220149,36.53299495779851,2,Current,105.88550902444491,7306.598991559702,104.34850873221637,361
Oxidation,20,9.4584e-06,9.8451e-06,182.1163299,300,Low,73.83903061435477,26.16096938564523,2,Advanced,91.05816496,7848.290815693569,95.59824115191523,400
Oxidation,21,9.74215e-06,1.01938e-05,414.2125199653311,450,Medium,57.91233673702309,42.08766326297691,4,Current,103.55312999133278,18939.44846833961,184.25870900723936,441
Oxidation,22,1.00344e-05,1.03877e-05,414.55102760563136,200,High,33.60854055604711,66.39145944,1,Advanced,414.55102760563136,13278.29188879058,176.2029732090667,484
Oxidation,23,1.03354e-05,1.03109e-05,440.1825433610466,200,Medium,63.73780895267459,36.26219104732541,5,Advanced,88.03650867220932,7252.438209465082,196.69436003022102,529
Oxidation,24,1.06455e-05,1.01569e-05,460.9582486504121,300,Low,87.45751707032281,12.542482929677192,2,Reduced,230.47912432520604,3762.7448789031578,211.22055458126167,576
Oxidation,25,1.09649e-05,1.07934e-05,280.10407948742204,300,Medium,40.51817654145958,59.48182345854042,5,Current,56.02081589748441,17844.547037562126,125.6970847574067,625
Oxidation,26,1.12938e-05,1.12622e-05,275.68233260923984,450,Medium,71.40029344923994,28.59970655076006,2,Reduced,137.84116630461992,12869.867947842027,132.29302107846792,676
Oxidation,27,1.16326e-05,1.19472e-05,409.2328305350488,200,Medium,42.05602131954339,57.94397868045661,5,Current,81.84656610700975,11588.795736091322,177.80993860988255,729
Oxidation,28,1.19816e-05,1.23274e-05,342.4837688499943,300,Low,62.14966106838487,37.85033893161513,3,Current,114.16125628333144,11355.101679484538,156.5384058605132,784
Oxidation,29,1.23411e-05,1.21218e-05,365.8850947659665,300,Medium,35.800586978803175,64.19941302119682,2,Advanced,182.94254738298326,19259.823906359044,157.69421400002756,841
Oxidation,30,1.27113e-05,1.21058e-05,408.1067012462455,200,Medium,57.02225617549111,42.97774382450889,5,Advanced,81.62134025,8595.548764901778,181.84935735114553,900
Oxidation,31,1.30926e-05,1.31972e-05,450.5024038179049,200,High,75.36979973371476,24.630200266285243,1,Reduced,450.5024038179049,4926.040053257048,203.1119014472764,961
Oxidation,32,1.34854e-05,1.41345e-05,202.09782058319112,450,Medium,50.85429145433892,49.14570854566108,3,Advanced,67.36594019439704,22115.568845547485,96.99541566957814,1024
Oxidation,33,1.389e-05,1.44598e-05,219.0123286879748,300,Medium,69.89470346923308,30.10529653076692,3,Reduced,73.00410956265826,9031.588959230075,109.47334251595984,1089
Oxidation,34,1.43067e-05,1.45555e-05,92.29187292839106,300,High,77.72699764738375,22.27300235261625,1,Current,92.29187292839106,6681.900705784875,60.53484846557154,1156
Oxidation,35,1.47359e-05,1.47638e-05,310.2260634482783,300,Low,85.63066916876716,14.369330831232844,5,Advanced,62.045212689655656,4310.799249369853,151.27962612994148,1225
Oxidation,36,1.5178e-05,1.53743e-05,66.17402320853394,450,High,44.078524911327214,55.92147508867279,4,Current,16.543505802133485,25164.663789902756,40.89316675681174,1296
Oxidation,37,1.56333e-05,1.58175e-05,259.5191081596071,300,Medium,53.958954948558485,46.04104505144152,1,Current,259.5191081596071,13812.313515432457,120.29532974841038,1369
Oxidation,38,1.61023e-05,1.62216e-05,294.1900856184095,450,Low,39.14496079982504,60.85503920017496,5,Advanced,58.83801712,27384.76764007873,130.91952248731133,1444
Oxidation,39,1.65854e-05,1.63761e-05,178.94356345772798,300,Medium,89.54901013,10.450989870497494,1,Reduced,178.94356345772798,3135.296961149248,98.74212842194194,1521
Oxidation,40,1.70829e-05,1.7654e-05,315.87496725605484,300,Medium,85.62005807545772,14.37994192454228,1,Current,315.87496725605484,4313.9825773626835,152.33600432505926,1600
Oxidation,41,1.75954e-05,1.84045e-05,63.72511247257224,300,Low,62.39742781683358,37.60257218316642,2,Advanced,31.86255623628612,11280.771654949927,44.80927333407897,1681
Oxidation,42,1.81233e-05,1.7439e-05,66.80668493714649,300,Medium,80.52199766258528,19.47800233741472,5,Current,13.361336987429297,5843.400701224416,52.379273273634176,1764
Oxidation,43,1.8667e-05,1.77698e-05,420.17025229684623,300,Medium,61.25747863632253,38.74252136367747,4,Reduced,105.04256307421156,11622.75640910324,187.64534450963527,1849
Oxidation,44,1.9227e-05,1.90961e-05,212.0857886350683,300,Medium,67.41514128016559,32.584858719834415,2,Advanced,106.04289431753415,9775.457615950325,105.65885783807698,1936
Oxidation,45,1.98038e-05,2.05126e-05,107.17723069334816,300,Low,35.34746592696099,64.65253407,1,Reduced,107.17723069334816,19395.760221911703,53.77513205542756,2025
Oxidation,46,2.03979e-05,1.99583e-05,285.00946702466194,450,High,75.31622522980848,24.68377477019152,1,Advanced,285.00946702466194,11107.698646586183,136.89865437880732,2116
Oxidation,47,2.10098e-05,2.08175e-05,396.49709889437486,300,High,37.66280901811409,62.33719098188591,1,Current,396.49709889437486,18701.15729456577,170.1976822631842,2209
Oxidation,48,2.16401e-05,2.21749e-05,147.11946237357944,300,High,79.56405782,20.43594218,5,Current,29.42389247471589,6130.782655,84.21700229397729,2304
Oxidation,49,2.22893e-05,2.15985e-05,330.3007141185501,450,Medium,76.92168526022316,23.078314739776843,5,Advanced,66.06014282371002,10385.241632899579,156.6967912,2401
Oxidation,50,2.2958e-05,2.22919e-05,88.40635925,300,Low,72.52468186457858,27.475318135421418,2,Advanced,44.20317962,8242.595440626425,57.71994825825182,2500
Doping,1,5.39399e-06,5.25916e-06,73.25677452587347,200,Medium,32.169622831485725,67.83037716851427,4,Current,18.314193631468367,13566.075433702856,40.153596659795106,1
Doping,2,5.55581e-06,5.52139e-06,289.1095842056666,450,Low,48.187701356719714,51.812298643280286,2,Current,144.5547921028333,23315.534389476128,130.70014408928253,4
Doping,3,5.72249e-06,5.58213e-06,293.2858047245479,300,Low,45.78675419465057,54.21324580534943,3,Current,97.76193490818264,16263.973741604828,131.95034814821435,9
Doping,4,5.89416e-06,5.86389e-06,336.84345567419297,300,Medium,51.60818444829114,48.39181555170886,1,Advanced,336.84345567419297,14517.544665512658,150.51983760416454,16
Doping,5,6.07099e-06,6.3589e-06,376.7411001751977,200,Medium,35.25856480583031,64.74143519,1,Reduced,376.7411001751977,12948.28703883394,161.5740095118282,25
Doping,6,6.25312e-06,6.24244e-06,489.1334357581406,300,Medium,86.21746938186376,13.782530618136237,1,Current,489.1334357581406,4134.759185440871,221.8186151178154,36
Doping,7,6.44071e-06,6.26633e-06,282.3351567355379,300,Medium,63.22813444274258,36.77186555725742,2,Reduced,141.16757836776895,11031.559667177225,132.50250302703793,49
Doping,8,6.63393e-06,6.78006e-06,195.3304128235607,300,Medium,48.33145863948141,51.66854136051859,2,Advanced,97.66520641178035,15500.562408155576,93.23160272,64
Doping,9,6.83295e-06,6.71559e-06,407.83378764591663,450,Low,53.81889102,46.18110898,1,Current,407.83378764591663,20781.49903899435,179.5791823657038,81
Doping,10,7.03794e-06,6.79165e-06,171.87451306793338,300,High,56.83215243029014,43.16784756970986,2,Current,85.93725653396669,12950.35427091296,86.39945095626038,100
Doping,11,7.24908e-06,7.29536e-06,247.53713931753623,200,Medium,66.03566000163704,33.96433999836296,5,Advanced,49.507427863507246,6792.867999672591,120.3255537275056,121
Doping,12,7.46655e-06,7.61654e-06,85.30537160401968,300,Medium,60.94076566178987,39.05923433821013,5,Current,17.061074320803936,11717.770301463039,53.90437834014483,144
Doping,13,7.69055e-06,7.92316e-06,61.40783453695588,300,Low,85.16351839286504,14.836481607134957,2,Advanced,30.70391726847794,4450.944482140487,50.71218933264187,169
Doping,14,7.92126e-06,7.53255e-06,483.1917866050663,300,Medium,59.817808974349816,40.18219102565018,1,Current,483.1917866050663,12054.657307695054,211.52205733433146,196
Doping,15,8.1589e-06,7.75881e-06,426.1910542304926,200,Medium,89.52948088939877,10.47051911060123,2,Current,213.0955271152463,2094.103822120246,197.93526595901668,225
Doping,16,8.40367e-06,8.08579e-06,363.18839274216407,300,Low,81.08549746470575,18.914502535294247,2,Advanced,181.59419637108203,5674.350760588274,170.20100633627735,256
Doping,17,8.65578e-06,8.70817e-06,234.02882498642143,300,Low,42.51063086144015,57.48936913855985,2,Current,117.01441249321071,17246.810741567955,106.96471925300061,289
Doping,18,8.91545e-06,9.04462e-06,127.9824440318806,450,Medium,85.83571287863498,14.16428712136502,3,Current,42.66081467729354,6373.929204614258,77.84369147634274,324
Doping,19,9.18291e-06,9.36367e-06,120.39666920198871,300,Medium,36.98198387312856,63.01801612687144,5,Advanced,24.079333840397744,18905.40483806143,60.75326284273406,361
Doping,20,9.4584e-06,9.42689e-06,162.60930417406792,450,Low,79.04698250947149,20.95301749052851,4,Reduced,40.65232604351698,9428.857871,89.95781642246862,400
Doping,21,9.74215e-06,9.32467e-06,297.1519991177542,200,High,52.837397608594806,47.16260239,4,Reduced,74.28799977943855,9432.520478,135.91201892968013,441
Doping,22,1.00344e-05,9.91455e-06,371.5681652150281,450,Low,82.67845922670418,17.321540773295823,3,Current,123.85605507167604,7794.6933479831205,174.33080385402252,484
Doping,23,1.03354e-05,9.88396e-06,347.08881952297907,200,Medium,82.08340140644702,17.916598593552976,2,Advanced,173.54440976148953,3583.319718710595,164.06054823112572,529
Doping,24,1.06455e-05,1.06023e-05,175.97025362567427,300,High,78.35552400705727,21.64447599294273,3,Current,58.65675120855809,6493.3427978828195,94.79475865,576
Doping,25,1.09649e-05,1.09128e-05,479.68937629843737,300,Medium,77.40182617842368,22.598173821576324,3,Current,159.8964587661458,6779.452146472897,215.99629837290206,625
Doping,26,1.12938e-05,1.16291e-05,382.0536125130959,200,Medium,48.28074834588245,51.71925165411756,1,Advanced,382.0536125130959,10343.850330823512,167.6056695090031,676
Doping,27,1.16326e-05,1.17792e-05,299.4593236301303,300,Medium,34.85515698307513,65.14484301692487,5,Current,59.891864726026064,19543.45290507746,131.74027654697466,729
